id;tog;tid;BTR;km;spor;watt [kW]
14472;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:37;82;2,576;sydgaaende;72
14473;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:38;82;2,576;sydgaaende;69
14474;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:39;82;2,576;sydgaaende;70
14475;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:40;82;2,576;sydgaaende;69
14476;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:41;82;2,576;sydgaaende;71
14477;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:42;82;2,576;sydgaaende;70
14478;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:43;82;2,576;sydgaaende;70
14479;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:44;82;2,576;sydgaaende;71
14480;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:45;82;2,576;sydgaaende;71
14481;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:46;82;2,576;sydgaaende;69
14482;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:47;82;2,576;sydgaaende;69
14483;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:48;82;2,576;sydgaaende;68
14484;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:49;82;2,576;sydgaaende;68
14485;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:50;82;2,576;sydgaaende;63
14486;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:51;82;2,576;sydgaaende;62
14487;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:52;82;2,576;sydgaaende;43
14488;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:53;82;2,576;sydgaaende;43
14489;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:54;82;2,576;sydgaaende;44
14490;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:55;82;2,576;sydgaaende;44
14491;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:56;82;2,576;sydgaaende;46
14492;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:57;82;2,576;sydgaaende;46
14493;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:58;82;2,576;sydgaaende;44
14494;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:23:59;82;2,576;sydgaaende;27
14495;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:00;82;2,576;sydgaaende;59
14496;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:01;82;2,576;sydgaaende;69
14497;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:02;82;2,576;sydgaaende;98
14498;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:03;82;2,575;sydgaaende;150
14499;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:04;82;2,574;sydgaaende;251
14500;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:05;82;2,572;sydgaaende;466
14501;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:06;82;2,569;sydgaaende;770
14502;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:07;82;2,564;sydgaaende;1151
14503;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:08;82;2,558;sydgaaende;1424
14504;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:09;82;2,55;sydgaaende;1712
14505;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:10;82;2,541;sydgaaende;1997
14506;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:11;82;2,531;sydgaaende;1396
14507;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:12;82;2,52;sydgaaende;508
14508;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:13;82;2,509;sydgaaende;142
14509;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:14;82;2,498;sydgaaende;100
14510;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:15;82;2,487;sydgaaende;104
14511;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:16;82;2,476;sydgaaende;99
14512;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:17;82;2,465;sydgaaende;95
14513;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:18;82;2,454;sydgaaende;228
14514;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:19;82;2,443;sydgaaende;212
14515;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:20;82;2,432;sydgaaende;229
14516;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:21;82;2,421;sydgaaende;237
14517;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:22;82;2,41;sydgaaende;226
14518;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:23;82;2,399;sydgaaende;202
14519;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:24;82;2,388;sydgaaende;201
14520;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:25;82;2,377;sydgaaende;204
14521;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:26;82;2,366;sydgaaende;196
14522;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:27;82;2,355;sydgaaende;198
14523;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:28;82;2,344;sydgaaende;198
14524;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:29;82;2,333;sydgaaende;165
14525;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:30;82;2,322;sydgaaende;182
14526;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:31;82;2,311;sydgaaende;169
14527;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:32;82;2,3;sydgaaende;147
14528;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:33;82;2,289;sydgaaende;137
14529;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:34;82;2,278;sydgaaende;124
14530;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:35;82;2,267;sydgaaende;106
14531;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:36;82;2,256;sydgaaende;127
14532;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:37;82;2,245;sydgaaende;128
14533;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:38;82;2,234;sydgaaende;113
14534;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:39;82;2,223;sydgaaende;123
14535;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:40;82;2,212;sydgaaende;127
14536;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:41;82;2,201;sydgaaende;123
14537;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:42;82;2,19;sydgaaende;110
14538;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:43;82;2,179;sydgaaende;125
14539;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:44;82;2,168;sydgaaende;679
14540;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:45;82;2,156;sydgaaende;1415
14541;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:46;82;2,144;sydgaaende;1961
14542;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:47;82;2,131;sydgaaende;2014
14543;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:48;82;2,117;sydgaaende;2011
14544;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:49;82;2,102;sydgaaende;2001
14545;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:50;82;2,086;sydgaaende;1989
14546;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:51;82;2,069;sydgaaende;1978
14547;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:52;82;2,052;sydgaaende;1975
14548;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:53;82;2,034;sydgaaende;1952
14549;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:54;82;2,015;sydgaaende;1948
14550;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:55;82;1,996;sydgaaende;1949
14551;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:56;82;1,976;sydgaaende;1683
14552;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:57;82;1,956;sydgaaende;1229
14553;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:58;82;1,935;sydgaaende;875
14554;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:24:59;82;1,914;sydgaaende;612
14555;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:00;82;1,893;sydgaaende;519
14556;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:01;82;1,872;sydgaaende;535
14557;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:02;82;1,851;sydgaaende;492
14558;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:03;82;1,83;sydgaaende;467
14559;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:04;82;1,809;sydgaaende;442
14560;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:05;82;1,787;sydgaaende;333
14561;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:06;82;1,765;sydgaaende;278
14562;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:07;82;1,743;sydgaaende;229
14563;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:08;82;1,721;sydgaaende;211
14564;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:09;82;1,699;sydgaaende;176
14565;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:10;82;1,677;sydgaaende;144
14566;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:11;82;1,655;sydgaaende;122
14567;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:12;82;1,633;sydgaaende;127
14568;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:13;82;1,611;sydgaaende;159
14569;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:14;82;1,589;sydgaaende;173
14570;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:15;82;1,567;sydgaaende;207
14571;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:16;82;1,545;sydgaaende;250
14572;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:17;82;1,523;sydgaaende;238
14573;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:18;82;1,501;sydgaaende;190
14574;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:19;82;1,479;sydgaaende;61
14575;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:20;82;1,457;sydgaaende;60
14576;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:21;82;1,435;sydgaaende;20
14577;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:22;82;1,414;sydgaaende;-246
14578;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:23;82;1,393;sydgaaende;-917
14579;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:24;82;1,373;sydgaaende;-1134
14580;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:25;82;1,353;sydgaaende;-1190
14581;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:26;82;1,334;sydgaaende;-1211
14582;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:27;82;1,316;sydgaaende;-1226
14583;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:28;82;1,298;sydgaaende;-1214
14584;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:29;82;1,281;sydgaaende;-1242
14585;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:30;82;1,265;sydgaaende;-1181
14586;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:31;82;1,25;sydgaaende;-1144
14587;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:32;82;1,235;sydgaaende;-1035
14588;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:33;82;1,221;sydgaaende;-850
14589;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:34;82;1,207;sydgaaende;-730
14590;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:35;82;1,194;sydgaaende;-614
14591;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:36;82;1,181;sydgaaende;-204
14592;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:37;82;1,169;sydgaaende;-261
14593;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:38;82;1,157;sydgaaende;-533
14594;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:39;82;1,146;sydgaaende;-696
14595;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:40;82;1,135;sydgaaende;-695
14596;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:41;82;1,125;sydgaaende;-657
14597;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:42;82;1,116;sydgaaende;-621
14598;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:43;82;1,108;sydgaaende;-565
14599;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:44;82;1,1;sydgaaende;-542
14600;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:45;82;1,093;sydgaaende;-474
14601;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:46;82;1,087;sydgaaende;-399
14602;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:47;82;1,081;sydgaaende;-366
14603;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:48;82;1,076;sydgaaende;-306
14604;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:49;82;1,072;sydgaaende;-222
14605;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:50;82;1,068;sydgaaende;-180
14606;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:51;82;1,065;sydgaaende;-138
14607;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:52;82;1,063;sydgaaende;-76
14608;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:53;82;1,061;sydgaaende;-20
14609;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:54;82;1,06;sydgaaende;34
14610;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:55;82;1,06;sydgaaende;62
14611;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:56;82;1,06;sydgaaende;72
14612;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:57;82;1,06;sydgaaende;71
14613;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:58;82;1,06;sydgaaende;43
14614;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:25:59;82;1,06;sydgaaende;41
14615;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:00;82;1,06;sydgaaende;21
14616;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:01;82;1,06;sydgaaende;20
14617;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:02;82;1,06;sydgaaende;20
14618;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:03;82;1,06;sydgaaende;20
14619;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:04;82;1,06;sydgaaende;20
14620;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:05;82;1,06;sydgaaende;20
14621;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:06;82;1,06;sydgaaende;22
14622;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:07;82;1,06;sydgaaende;20
14623;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:08;82;1,06;sydgaaende;13
14624;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:09;82;1,06;sydgaaende;13
14625;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:10;82;1,06;sydgaaende;13
14626;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:11;82;1,06;sydgaaende;13
14627;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:12;82;1,06;sydgaaende;13
14628;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:13;82;1,06;sydgaaende;13
14629;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:14;82;1,06;sydgaaende;13
14630;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:15;82;1,06;sydgaaende;13
14631;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:16;82;1,06;sydgaaende;13
14632;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:17;82;1,06;sydgaaende;16
14633;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:18;82;1,06;sydgaaende;15
14634;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:19;82;1,06;sydgaaende;16
14635;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:20;82;1,06;sydgaaende;16
14636;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:21;82;1,06;sydgaaende;13
14637;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:22;82;1,06;sydgaaende;15
14638;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:23;82;1,06;sydgaaende;17
14639;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:24;82;1,06;sydgaaende;17
14640;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:25;82;1,06;sydgaaende;17
14641;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:26;82;1,06;sydgaaende;144
14642;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:27;82;1,06;sydgaaende;157
14643;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:28;82;1,06;sydgaaende;173
14644;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:29;82;1,06;sydgaaende;193
14645;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:30;82;1,06;sydgaaende;223
14646;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:31;82;1,059;sydgaaende;303
14647;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:32;82;1,057;sydgaaende;487
14648;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:33;82;1,054;sydgaaende;754
14649;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:34;82;1,05;sydgaaende;1078
14650;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:35;82;1,045;sydgaaende;1395
14651;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:36;82;1,038;sydgaaende;1672
14652;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:37;82;1,03;sydgaaende;1918
14653;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:38;82;1,02;sydgaaende;2057
14654;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:39;82;1,009;sydgaaende;1886
14655;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:40;82;0,997;sydgaaende;1719
14656;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:41;82;0,985;sydgaaende;1112
14657;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:42;82;0,973;sydgaaende;527
14658;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:43;82;0,96;sydgaaende;331
14659;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:44;82;0,947;sydgaaende;307
14660;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:45;82;0,934;sydgaaende;287
14661;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:46;82;0,921;sydgaaende;269
14662;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:47;82;0,908;sydgaaende;258
14663;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:48;82;0,895;sydgaaende;236
14664;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:49;82;0,882;sydgaaende;224
14665;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:50;82;0,869;sydgaaende;220
14666;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:51;82;0,856;sydgaaende;223
14667;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:52;82;0,843;sydgaaende;200
14668;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:53;82;0,83;sydgaaende;194
14669;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:54;82;0,817;sydgaaende;192
14670;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:55;82;0,804;sydgaaende;170
14671;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:56;82;0,791;sydgaaende;140
14672;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:57;82;0,778;sydgaaende;140
14673;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:58;82;0,765;sydgaaende;139
14674;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:26:59;82;0,752;sydgaaende;134
14675;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:00;82;0,739;sydgaaende;138
14676;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:01;82;0,726;sydgaaende;132
14677;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:02;82;0,713;sydgaaende;132
14678;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:03;82;0,7;sydgaaende;129
14679;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:04;82;0,687;sydgaaende;128
14680;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:05;82;0,674;sydgaaende;130
14681;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:06;82;0,661;sydgaaende;103
14682;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:07;82;0,648;sydgaaende;103
14683;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:08;82;0,635;sydgaaende;102
14684;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:09;82;0,622;sydgaaende;99
14685;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:10;82;0,609;sydgaaende;102
14686;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:11;82;0,596;sydgaaende;107
14687;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:12;82;0,583;sydgaaende;108
14688;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:13;82;0,57;sydgaaende;114
14689;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:14;82;0,557;sydgaaende;111
14690;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:15;82;0,544;sydgaaende;108
14691;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:16;82;0,531;sydgaaende;107
14692;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:17;82;0,518;sydgaaende;111
14693;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:18;82;0,505;sydgaaende;96
14694;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:19;82;0,492;sydgaaende;91
14695;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:20;82;0,479;sydgaaende;94
14696;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:21;82;0,466;sydgaaende;94
14697;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:22;82;0,453;sydgaaende;93
14698;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:23;82;0,44;sydgaaende;89
14699;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:24;82;0,427;sydgaaende;89
14700;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:25;82;0,414;sydgaaende;89
14701;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:26;82;0,401;sydgaaende;64
14702;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:27;82;0,389;sydgaaende;72
14703;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:28;82;0,377;sydgaaende;79
14704;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:29;82;0,365;sydgaaende;77
14705;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:30;82;0,353;sydgaaende;181
14706;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:31;82;0,341;sydgaaende;188
14707;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:32;82;0,329;sydgaaende;196
14708;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:33;82;0,317;sydgaaende;172
14709;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:34;82;0,304;sydgaaende;160
14710;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:35;82;0,291;sydgaaende;159
14711;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:36;82;0,279;sydgaaende;164
14712;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:37;82;0,266;sydgaaende;148
14713;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:38;82;0,254;sydgaaende;124
14714;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:39;82;0,242;sydgaaende;116
14715;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:40;82;0,229;sydgaaende;86
14716;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:41;82;0,216;sydgaaende;72
14717;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:42;82;0,204;sydgaaende;-153
14718;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:43;82;0,192;sydgaaende;-337
14719;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:44;82;0,18;sydgaaende;-394
14720;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:45;82;0,169;sydgaaende;-473
14721;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:46;82;0,158;sydgaaende;-540
14722;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:47;82;0,148;sydgaaende;-581
14723;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:48;82;0,138;sydgaaende;-595
14724;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:49;82;0,129;sydgaaende;-571
14725;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:50;82;0,121;sydgaaende;-546
14726;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:51;82;0,113;sydgaaende;-499
14727;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:52;82;0,106;sydgaaende;-443
14728;+30Tognummer 612231, Hilleroed-Hundige, SA-8204;13:27:53;82;0,1;sydgaaende;-404
